doc_id,label,category,year,text,split,source,journalTitle,doi,pubType
PPR1106467_PPR,e,Lewy body dementia,2025,Quantitative pathology APOE genotype reveal dementia risk progression Lewy body disease Dementia Lewy body diseases LBD common arises heterogeneous incompletely,train,PPR,,10.1101/2025.10.20.25338378,
40438823_MED,a,Alzheimer,2025,Blockchain Securing AI Driven Healthcare Systems Systematic Review Future Research Perspectives integration AI healthcare significantly advanced diagnostics patient monitoring personalized,train,MED,,10.7759/cureus.83136,
41237961_MED,d,MCI,2026,machine learning based discriminative framework mild cognitive impairment risk middle aged elderly Chinese patients depression evidence CHARLS CLHLS h4 Objective,train,MED,,10.1016/j.jad.2025.120701,
41266647_MED,b,Parkinson,2025,Earlier prediction Parkinson s disease using cross non decimated wavelet transform machine learning algorithm Parkinson s disease PD brain disorder,train,MED,,10.1038/s41598-025-24996-4,
40692601_MED,c,Vascular dementia,2025,Assessing WildfireGPT comparative analysis AI models quantitative wildfire spread prediction study examines application WildfireGPT wildfire forecasting focusing limitations quantitative predicting,train,MED,,10.1007/s11069-025-07344-7,
39403068_MED,d,MCI,2024,identification cognitive impairment Parkinson s disease using biofluids neuroimaging artificial intelligence h4 Introduction h4 Parkinson s disease PD neurodegenerative movement,train,MED,,10.3389/fnins.2024.1446878,
37971501_MED,e,Lewy body dementia,2024,Metabolic network alterations supportive biomarker dementia Lewy bodies preserved dopamine transmission h4 Purpose h4 Metabolic network analysis FDG PET utilizes,train,MED,,10.1007/s00259-023-06493-w,
40742756_MED,a,Alzheimer,2025,MDGraphEmb toolkit graph embedding classification protein conformational ensembles h4 Motivation h4 Molecular Dynamics MD simulations essential investigating protein dynamics function,train,MED,,10.1093/bioinformatics/btaf420,
40428110_MED,d,MCI,2025,Detection Gait Events Based Smartphones Deep Learning study aims detect gait events using smartphone combined deep learning evaluate remote effects,train,MED,,10.3390/bioengineering12050491,
40722373_MED,b,Parkinson,2025,Artificial Intelligence Diagnostic Use Transcranial Doppler Sonography Scoping Review Current Applications Future Directions Artificial intelligence AI revolutionizing field medical imaging,train,MED,,10.3390/bioengineering12070681,
40806968_MED,b,Parkinson,2025,Transforming Cancer Care Narrative Review Leveraging Artificial Intelligence Advance Immunotherapy Underserved Communities b Purpose b Cancer immunotherapy transformed oncology underserved,train,MED,,10.3390/jcm14155346,
41011031_MED,a,Alzheimer,2025,Redefining Breast Cancer Care Harnessing Computational Drug Repositioning Breast cancer faces significant therapeutic challenges particularly triple negative breast cancer TNBC,train,MED,,10.3390/medicina61091640,
40002166_MED,b,Parkinson,2025,Artificial Intelligence Assisted Drug Biomarker Discovery Glioblastoma Scoping Review Literature Background Artificial intelligence AI emerged transformative tool healthcare particularly drug,train,MED,,10.3390/cancers17040571,
40979032_MED,d,MCI,2025,Current Future Applications AI EMS Training Scoping Review 15 years AI increasingly utilized healthcare education EMS AI used train providers,train,MED,,10.7759/cureus.90469,
41298560_MED,b,Parkinson,2025,Noise robust markerless video gait anomaly detection stage acquisition LSTM autoencoders propose markerless gait anomaly detection orthopedic screening framework combines,train,MED,,10.1038/s41598-025-26169-9,
39165576_MED,b,Parkinson,2024,Artificial intelligence applications diagnosis treatment bacterial infections diagnosis treatment bacterial infections medical public health field 21st century remain significantly challenging,train,MED,,10.3389/fmicb.2024.1449844,
40948833_MED,b,Parkinson,2025,Deep learning enhances precision diagnosis treatment non small cell lung cancer future prospects Non small cell lung cancer NSCLC major,train,MED,,10.21037/tlcr-2025-187,
39667364_MED,d,MCI,2025,electronic health record data leveraging natural language processing machine learning uncover cognitive insights patient nurse verbal communications h4 Background h4,train,MED,,10.1093/jamia/ocae300,
40974077_MED,b,Parkinson,2026,Automating classification treatment responses combined targeted therapy immunotherapy HCC Tyrosine kinase inhibitor TKI combined immunotherapy regimens widely used treating advanced,train,MED,,10.1093/jmcb/mjaf031,
40161251_MED,c,Vascular dementia,2025,Deep structural brain imaging computational photon microscopy h4 Significance h4 High resolution optical imaging significant depths challenging scattering impairs image,train,MED,,10.1117/1.jbo.30.4.046002,
40575335_MED,b,Parkinson,2025,Recent advances machine learning precision diagnosis treatment esophageal disorders complex pathophysiology diverse manifestations esophageal disorders pose challenges clinical practice particularly,train,MED,,10.3748/wjg.v31.i23.105076,
36997573_MED,e,Lewy body dementia,2023,scoping review neurodegenerative manifestations explainable digital phenotyping Neurologists nowadays longer view neurodegenerative diseases like Parkinson s Alzheimer s disease single,train,MED,,10.1038/s41531-023-00494-0,
38790458_MED,d,MCI,2024,Machine Learning Model Mild Cognitive Impairment Stage Based Gait MRI Images patients mild cognitive impairment MCI lower level cognitive function,train,MED,,10.3390/brainsci14050480,
39753217_MED,e,Lewy body dementia,2025,Machine Learning Approaches High Myopia Systematic Review Meta Analysis h4 Background h4 recent years rapid development machine learning ML gained,train,MED,,10.2196/57644,
38089583_MED,e,Lewy body dementia,2023,Cell free RNA signatures predict Alzheimer s disease need affordable scalable specific blood based biomarkers Alzheimer s disease applied population,train,MED,,10.1016/j.isci.2023.108534,
40303920_MED,b,Parkinson,2025,Artificial intelligence traditional Chinese medicine advances multi metabolite multi target interaction modeling Traditional Chinese Medicine TCM utilizes multi metabolite multi,train,MED,,10.3389/fphar.2025.1541509,
40558534_MED,e,Lewy body dementia,2025,Development Positron Emission Tomography Radiotracers Imaging Synuclein Aggregates Neurodegenerative diseases NDDs characterized accumulation alpha synuclein syn aggregates neurons non neuronal,train,MED,,10.3390/cells14120907,
41354910_MED,b,Parkinson,2025,Integrated ultrasound radiomics clinical data predict PD 1 blockade efficacy unresectable hepatocellular carcinoma h4 Background h4 PD 1 blockade therapy,train,MED,,10.1186/s12876-025-04512-8,
41105612_MED,d,MCI,2025,molecular renaissance Alzheimer s disease research rise systems biology spatial omics Recent advances multi omics spatial proteomics reshaping understanding Alzheimer,train,MED,,10.1177/13872877251387169,
37585592_MED,c,Vascular dementia,2023,New horizons cognitive functional impairment consequence cerebral small vessel disease Cerebral small vessel disease cSVD frequent finding imaging brain older,train,MED,,10.1093/ageing/afad148,
41193962_MED,d,MCI,2025,Assessing accuracy survival machine learning traditional statistical models Alzheimer s disease prediction time study ADNI cohort h4 Background h4 Mild,train,MED,,10.1186/s12874-025-02689-w,
37706192_MED,e,Lewy body dementia,2023,Brain Hemisphere Dissimilarity Self Supervised Learning Approach alpha synucleinopathies prediction FDG PET Idiopathic Rem sleep Behavior Disorder iRBD significant biomarker,train,MED,,10.1109/isbi53787.2023.10230560,
40150131_MED,a,Alzheimer,2025,Novel Diagnostic Framework Optimized Ensemble Vision Transformers Convolutional Neural Networks Enhanced Alzheimer s Disease Detection Medical Imaging b Background Objectives,train,MED,,10.3390/diagnostics15060789,
41024716_MED,c,Vascular dementia,2025,Automatic MRI Volumetry Assisted Visual Assessment Medial Temporal Lobe Clinical Dementia Work h4 Introduction h4 Efficient cost effective diagnostic tools,train,MED,,10.1002/brb3.70948,
41562934_MED,c,Vascular dementia,2026,Liver Fibrosis Risks Impaired Cognition Dementia Mechanisms Evidence Clinical Implications Liver fibrosis progressive accumulation scar tissue resulting chronic liver disease,train,MED,,10.3390/medsci14010044,
36849746_MED,c,Vascular dementia,2023,MRI based deep learning discriminate temporal lobe epilepsy Alzheimer s disease healthy controls h4 Background h4 Radiological identification temporal lobe,train,MED,,10.1038/s43856-023-00262-4,
41103726_MED,d,MCI,2025,multi view multimodal deep learning framework Alzheimer s disease diagnosis h4 Introduction h4 Early diagnosis Alzheimer s disease AD remains,train,MED,,10.3389/fnins.2025.1658776,
41591137_MED,a,Alzheimer,2025,Detection Classification Alzheimer s Disease Using Deep Machine Learning h4 Background objectives h4 Alzheimer s disease leading cause dementia marked,train,MED,,10.3390/tomography12010004,
41614231_MED,c,Vascular dementia,2026,Integrated QSM Radiomics Nomogram Clinical Imaging Markers Stratifying Cognitive Impairment Hypertension h4 Background h4 Hypertensive cognitive impairment associated increased iron,train,MED,,10.1002/cns.70769,
PPR1037786_PPR,d,MCI,2025,AI based Facial Emotion Analysis Early Differential Diagnosis Dementia Early differential diagnosis dementia essential timely targeted care study investigated feasibility,train,PPR,,10.20944/preprints202506.1295.v1,
41265341_MED,a,Alzheimer,2026,deep representation learning algorithm drug target interaction screen novel drug candidates Alzheimer s disease Alzheimer s disease AD neurodegenerative brain,train,MED,,10.1016/j.artmed.2025.103301,
41425067_MED,c,Vascular dementia,2025,Differentiating Fetal Alcohol Spectrum Disorder neurodevelopmental disorders neurocognitive socio emotional evidence h4 Background h4 Fetal Alcohol Spectrum Disorder FASD associated,train,MED,,10.3389/fnins.2025.1716494,
35976328_MED,e,Lewy body dementia,2022,clinical phenotype proteinopathy molecular neuroimaging neurodegenerative dementias Neurodegenerative dementias characterized abnormal accumulation misfolded proteins diagnostic criteria based clinical phenotype development,train,MED,,10.1590/0004-282x-anp-2022-s138,
41259329_MED,d,MCI,2025,Using machine learning detection Parkinson s disease mild cognitive impairment h4 Background h4 Parkinson s disease movement disorder featuring motor,train,MED,,10.1371/journal.pone.0335541,
39938340_MED,b,Parkinson,2025,Review computational methods detection classification Parkinson s Disease h4 Background objective h4 worldwide estimates reveal fold increase incidence Parkinson s,train,MED,,10.1016/j.compbiomed.2025.109767,
PPR1103180_PPR,b,Parkinson,2025,Early Detection Cognitive Decline Parkinson s Disease Using Natural Language Processing Speech Protocol Systematic Review Meta Analysis h4 Background h4,train,PPR,,10.1101/2025.10.11.25337799,
41374566_MED,b,Parkinson,2025,EEG Sensor Based Parkinson s Disease Detection Using Multi Domain Feature Fusion Network Parkinson s disease PD common neurodegenerative disorder,train,MED,,10.3390/s25237189,
41667529_MED,a,Alzheimer,2026,Alzheimer s disease prediction using deep learning XAI based interpretable feature selection blood gene expression data Alzheimer s disease AD,train,MED,,10.1038/s41598-026-35260-8,
34531812_MED,e,Lewy body dementia,2021,Overview Complex Figure Test Clinical Application Neuropsychiatric Disorders Including Copying Recall Rey Osterrieth Complex Figure ROCF test commonly used neuropsychological,train,MED,,10.3389/fneur.2021.680474,
36657428_MED,e,Lewy body dementia,2023,Precise Discrimination Multiple Etiologies Dementia Cases Based Deep Learning Electroencephalography h4 Introduction h4 critical develop accurate universally available biomarkers dementia,train,MED,,10.1159/000528439,
41083541_MED,d,MCI,2025,radiomics model predicts progression mild cognitive impairment alzheimer s disease using structural MRI aim study build validate model based structural,train,MED,,10.1038/s41598-025-19586-3,
41583462_MED,a,Alzheimer,2025,ATOMIC graph attention network atopic dermatitis prediction using human gut microbiome h4 Introduction h4 Atopic dermatitis AD chronic inflammatory skin,train,MED,,10.3389/fimmu.2025.1670993,
41635571_MED,a,Alzheimer,2025,systematic review generative AI applications human medical genetics traditional statistical techniques machine learning methods contributed significantly genetics particular inherited disease,train,MED,,10.3389/fgene.2025.1694070,
41303412_MED,a,Alzheimer,2025,Advances Artificial Intelligence AI Models Generative Algorithms Represent New Paradigm Genomics Research Genomics developed step progress computing computational capabilities grown,train,MED,,10.3390/ijms262210925,
40883848_MED,a,Alzheimer,2025,Mixture experts multitask learning cardiotoxicity assessment recent years integration Artificial Intelligence Machine Learning methods biochemical biomedical research revolutionized field toxicology,train,MED,,10.1186/s13321-025-01072-7,
41592700_MED,a,Alzheimer,2026,Converse reverse Machine learning modeling disease progression study based Alzheimer s disease continuum cohort h4 Introduction h4 Longitudinal trajectories healthy,train,MED,,10.1016/j.neuroimage.2026.121754,
40936615_MED,b,Parkinson,2025,Predicting reaction conditions data driven perspective selection optimal reaction conditions critical challenge synthetic chemistry influencing efficiency sustainability scalability chemical processes,train,MED,,10.1039/d5sc03045e,
41048307_MED,d,MCI,2025,Economic evaluation digital health intervention preventing dementia Canadians mild cognitive impairment Dementia poses going Canadian challenge aging population cases projected,train,MED,,10.3389/fpubh.2025.1631676,
41247642_MED,b,Parkinson,2025,Drug resistance cancer molecular mechanisms emerging treatment strategies Therapeutic resistance remains defining challenge oncology limiting durability current therapies contributing disease,train,MED,,10.1186/s43556-025-00352-w,
41548489_MED,c,Vascular dementia,2026,Identifying endoplasmic reticulum stress related key genes vascular dementia using bioinformatics biological experiments Vascular dementia VaD second common type dementia,train,MED,,10.1016/j.bbrc.2026.153297,
40927874_MED,c,Vascular dementia,2025,Retinal biomarkers cognitive impairment dementia Structural functional molecular insights Cognitive impairment dementia including Alzheimer s disease AD pose global health,train,MED,,10.1002/alz.70672,
40547599_MED,b,Parkinson,2025,Current application possibilities challenges artificial intelligence management rheumatoid arthritis axial spondyloarthritis psoriatic arthritis narrative review outlines current applications considerations artificial,train,MED,,10.1177/1759720x251343579,
41157375_MED,b,Parkinson,2025,Augmenting ResNet BiLSTM Deep Learning Model Clinical Mobility Data Helps Outperform Heuristic Frequency Based Model Walking Bout Segmentation Wearable sensors,train,MED,,10.3390/s25206318,
41540089_MED,d,MCI,2026,Digital twins support cross modal cross centric classification mild cognitive impairment h4 Background h4 Neural recordings capture crucial pathophysiological processes,train,MED,,10.1038/s43856-025-01281-z,
PPR1081150_PPR,c,Vascular dementia,2025,Developing treatments cerebral small vessel disease scoping review licensed interventions potential repurposing h4 Background h4 Cerebral small vessel disease cSVD,train,PPR,,10.12688/f1000research.157890.2,
40034511_MED,d,MCI,2025,Alzheimer s disease classification supervised intelligent techniques h4 Background h4 Significant advancements neuroimaging emerged past decade notably positron emission tomography,train,MED,,10.1177/25424823241311838,
39897224_MED,c,Vascular dementia,2025,Quantifying Characteristics Diabetic Retinopathy Macular Optical Coherence Tomography Angiography Images Shot Learning Explainable Artificial Intelligence Approach h4 Background h4 Early,train,MED,,10.7759/cureus.76746,
39372226_MED,e,Lewy body dementia,2022,Predictive Diagnostic Approach Dementia Dementia Subtypes Using Wireless Mobile Electroencephalography Pilot Study h4 Background h4 Developing screening method mild cognitive,train,MED,,10.1089/bioe.2021.0030,
40374284_MED,a,Alzheimer,2025,Predicting sepsis treatment decisions paediatric emergency department using machine learning AiSEPTRON study h4 Background h4 Early identification children risk sepsis,train,MED,,10.1136/bmjpo-2024-003273,
41006470_MED,b,Parkinson,2025,Machine learning models predicting rural residential carbon emissions optimising spatial forms Global warming exacerbating effects ecosystems human populations carbon emissions,train,MED,,10.1038/s41598-025-17746-z,
39834619_MED,d,MCI,2024,EEG based framework automated discrimination conversion Alzheimer s disease patients amnestic mild cognitive impairment 18 month longitudinal study h4 Background,train,MED,,10.3389/fnagi.2024.1470836,
40748327_MED,c,Vascular dementia,2025,NeuroFANN identification neuropathological subtypes dementia plasma proteins using functionally annotated neural network Dementia diagnosis relies identifying neuropathological features beta amyloid,train,MED,,10.1093/bib/bbaf366,
40602528_MED,e,Lewy body dementia,2025,Proteome Profiling Cerebrospinal Fluid Machine Learning Reveal Protein Classifiers Forms Alzheimer s Disease Characterized Increased Altered Levels Tau Alzheimer s,train,MED,,10.1016/j.mcpro.2025.101025,
37173801_MED,c,Vascular dementia,2023,reporting neuropsychiatric symptoms electronic health records individuals Alzheimer s disease natural language processing study h4 Background h4 Neuropsychiatric symptoms NPS,train,MED,,10.1186/s13195-023-01240-7,
41301437_MED,c,Vascular dementia,2025,Detecting Alzheimer s Disease Using Ocular Tissue Imaging Know Alzheimer s disease AD progressive neurodegenerative condition increasing global prevalence early,train,MED,,10.3390/biom15111519,
41657473_MED,d,MCI,2026,Predicting Brain Amyloid PET Positivity Using Amyloid Beta Composite ABC Index Patients Cognitive Impairment h4 Background purpose h4 Amyloid positron,train,MED,,10.12779/dnd.2026.25.1.79,
40004201_MED,e,Lewy body dementia,2025,Update Neuroaging Earth Spaceflight 400 articles pathophysiology brain aging neuroaging neurodegeneration reviewed focus epigenetic mechanisms numerous non coding RNAs particular,train,MED,,10.3390/ijms26041738,
40034453_MED,d,MCI,2025,Contrastive self supervised learning neurodegenerative disorder classification h4 Introduction h4 Neurodegenerative diseases Alzheimer s disease AD frontotemporal lobar degeneration FTLD,train,MED,,10.3389/fninf.2025.1527582,
41463659_MED,d,MCI,2025,Dementia Detection Retinal Hyperspectral Imaging Deep Learning Clinical Dataset Analysis Comparative Evaluation Multiple Architectures study aimed detect dementia using intelligent,train,MED,,10.3390/bioengineering12121362,
38694260_MED,e,Lewy body dementia,2024,Application progress advanced eye movement examinations cognitive impairment worldwide incidence cognitive impairment escalating effective solutions afflictions discovered Consequently importance early,train,MED,,10.3389/fnagi.2024.1377406,
39795608_MED,d,MCI,2025,Evolutionary Federated Learning Approach Diagnose Alzheimer s Disease Uncertainty b Background b Alzheimer s disease AD leads severe cognitive impairment,train,MED,,10.3390/diagnostics15010080,
41004471_MED,d,MCI,2025,Diabetic retinopathy primary predictor mild cognitive impairment type 2 diabetes Insights machine learning models Mild cognitive impairment MCI significant increasingly,train,MED,,10.1371/journal.pone.0332442,
41698243_MED,d,MCI,2026,Comprehensive multimodal prediction Alzheimer s disease Alzheimer s disease AD classification using machine learning increasingly relied multimodal inputs Magnetic Resonance,train,MED,,10.1088/2057-1976/ae4630,
39528958_MED,c,Vascular dementia,2024,utility wearable electroencephalography combined behavioral measures establish practical multi domain model facilitating diagnosis young children attention deficit hyperactivity disorder h4,train,MED,,10.1186/s11689-024-09578-1,
40269912_MED,e,Lewy body dementia,2025,Research models study lewy body dementia Lewy body dementia LBD encompasses neurodegenerative dementias characterized cognitive fluctuations visual hallucinations parkinsonism Clinical,train,MED,,10.1186/s13024-025-00837-w,
34686734_MED,e,Lewy body dementia,2021,Dementia subtype prediction models constructed penalized regression methods multiclass classification using serum microRNA expression data subtypes dementia identification diagnostic biomarkers,train,MED,,10.1038/s41598-021-00424-1,
41296500_MED,a,Alzheimer,2025,natural language processing driven map aging research landscape Aging research advanced significantly past century early studies animal models current emphasis,train,MED,,10.18632/aging.206340,
41152989_MED,b,Parkinson,2025,Recent advances plant disease detection challenges opportunities Plant diseases cause approximately 220 billion USD annual agricultural losses driving demand automated,train,MED,,10.1186/s13007-025-01450-0,
36574761_MED,e,Lewy body dementia,2022,Structural Cerebral Network Differences Prodromal Alzheimer s Disease Prodromal Dementia Lewy Bodies h4 Introduction h4 Alzheimer s disease AD dementia,train,MED,,10.1159/000527443,
41175714_MED,a,Alzheimer,2025,Digital speech biomarkers assessing cognitive decline neurodegenerative conditions study investigates speech impairments individuals mild cognitive impairment Alzheimer s disease MCI,train,MED,,10.1016/j.compbiomed.2025.111251,
41314271_MED,b,Parkinson,2025,Deep learning derived arterial input function dynamic brain PET Dynamic positron emission tomography PET imaging combined radiotracer kinetic modeling powerful,train,MED,,10.1016/j.neuroimage.2025.121609,
38381447_MED,d,MCI,2024,Deep Learning Machine Learning Algorithms Retinal Image Analysis Neurodegenerative Disease Systematic Review Datasets Models h4 Purpose h4 Retinal images contain,train,MED,,10.1167/tvst.13.2.16,
39965789_MED,a,Alzheimer,2025,Comparison machine learning algorithms automatic prediction Alzheimer disease h4 Background h4 Alzheimer disease progressive neurological disorder marked irreversible memory loss,train,MED,,10.1097/jcma.0000000000001188,
40483546_MED,b,Parkinson,2025,Artificial intelligence driven circRNA vaccine development multimodal collaborative optimization new paradigm biomedical applications Circular RNA circRNA vaccines emerged groundbreaking innovation,train,MED,,10.1093/bib/bbaf263,
34148900_MED,e,Lewy body dementia,2021,Accuracy Classification Cerebral Blood Flow Reduction Patterns Using Statistical Analysis Images Generated Simulated SPECT Datasets Deep Learning h4 Purpose h4,train,MED,,10.6009/jjrt.2021_jsrt_77.6.581,
39204923_MED,c,Vascular dementia,2024,Framework Quantifying Biomarkers OCT OCTA Images Retinal Diseases Despite significant advancements facilitated previous research introducing plethora retinal biomarkers lack research,train,MED,,10.3390/s24165227,
36453399_MED,c,Vascular dementia,2023,Decoding degeneration implementation machine learning clinical detection neurodegenerative disorders Machine learning represents growing subfield artificial intelligence promise diagnosis treatment tracking,train,MED,,10.4103/1673-5374.355982,
41424457_MED,d,MCI,2025,Enhancing dementia cognitive decline detection large language models speech representation learning Dementia poses major challenge individuals public health systems Detecting,train,MED,,10.3389/fninf.2025.1679664,
34130677_MED,c,Vascular dementia,2021,Developing automated methods disease subtyping UK Biobank exemplar study stroke h4 Background h4 Better phenotyping routinely collected coded data useful,train,MED,,10.1186/s12911-021-01556-0,
41112005_MED,b,Parkinson,2025,Multimodal artificial intelligence technology precision diagnosis treatment gastroenterology hepatology Innovative applications challenges rapid development artificial intelligence AI technology multimodal data,train,MED,,10.3748/wjg.v31.i38.109802,
40300608_MED,e,Lewy body dementia,2025,Accurate prediction absolute prokaryotic abundance DNA concentration Quantification absolute microbial abundance human stool sample crucial comprehensive understanding microbial ecosystem information,train,MED,,10.1016/j.crmeth.2025.101030,
41657964_MED,b,Parkinson,2026,Optimized cortical EEG modeling Parkinson disease diagnosis snow Shepherd Stride tuning mechanism Parkinson s disease PD neurodegenerative disease causes extensive,train,MED,,10.1007/s11571-025-10406-y,
41583150_MED,b,Parkinson,2025,Artificial Intelligence Based Prediction Preeclampsia Using Trimester Biomarkers Preeclampsia PE remains leading cause maternal perinatal morbidity mortality worldwide Early identification,train,MED,,10.7759/cureus.100059,
41008719_MED,d,MCI,2025,Data Leakage Deep Learning Alzheimer s Disease Diagnosis Scoping Review Methodological Rigor Performance Inflation b Background b Deep learning models,train,MED,,10.3390/diagnostics15182348,
39340951_MED,c,Vascular dementia,2025,Identification Alzheimer s disease vascular dementia based Deep Forest near infrared spectroscopy analysis method Alzheimer s disease AD vascular dementia,train,MED,,10.1016/j.saa.2024.125209,
