doc_id,label,category,year,text,split,source,journalTitle,doi,pubType
41594772_MED,d,MCI,2025,Subtype Specific Brain Atrophy White Matter Alterations Mild Cognitive Impairment b Background Objectives b Identifying pathological distinctions mild cognitive impairment,train,MED,,10.3390/brainsci16010051,
41476954_MED,d,MCI,2026,Eye tracking diagnostic tool Alzheimer s disease mild cognitive impairment related dementias systematic review Alzheimer s disease AD pathology begins,train,MED,,10.1002/dad2.70238,
39981497_MED,b,Parkinson,2025,Artificial Intelligence Breast Cancer Management Data Clinic Breast cancer BC remains significant threat women s health worldwide oncology field exponential,train,MED,,10.1002/cai2.159,
41008713_MED,c,Vascular dementia,2025,Artificial Intelligence Based Arterial Input Function Quantitative Assessment Myocardial Blood Flow Perfusion Reserve Cardiac Magnetic Resonance Validation Study b Background,train,MED,,10.3390/diagnostics15182341,
40438823_MED,a,Alzheimer,2025,Blockchain Securing AI Driven Healthcare Systems Systematic Review Future Research Perspectives integration AI healthcare significantly advanced diagnostics patient monitoring personalized,train,MED,,10.7759/cureus.83136,
40008227_MED,a,Alzheimer,2025,Artificial intelligence drug development reshaping therapeutic landscape Artificial intelligence AI transforming medication research development giving clinicians new treatment options past,train,MED,,10.1177/20420986251321704,
39996490_MED,e,Lewy body dementia,2025,Expanding understanding synucleinopathies proteinopathy proteinopenia lipidopathy possible consequence process protein aggregation neurodegenerative diseases depletion soluble protein species proteinopenia cases reduce,train,MED,,10.1111/febs.70011,
41442426_MED,a,Alzheimer,2025,Investigating Alzheimer s Disease Progression Using Radiomics Approach Hippocampal Amygdala Border FDG Positron Emission Tomography Scans h4 Introduction h4 study,train,MED,,10.1159/000550231,
41080650_MED,c,Vascular dementia,2025,Cerebral small vessel disease lesion segmentation methods systematic review Cerebral small vessel disease CSVD manifest brain lesions visible magnetic resonance,train,MED,,10.1016/j.cccb.2025.100396,
39176804_MED,e,Lewy body dementia,2024,Automatic Classification Conclusions Multi Tracer Reports PET Brain Imaging Cognitive Impairment goal paper build automatic way interpret conclusions brain molecular,train,MED,,10.3233/shti240476,
38938930_MED,a,Alzheimer,2024,Systematic Review Natural Language Processing Methods Applications Thyroidology study aimed review application natural language processing NLP thyroid related conditions summarize,train,MED,,10.1016/j.mcpdig.2024.03.007,
41332917_MED,d,MCI,2025,Use Artificial Intelligence Mental Healthcare Health Psychology Related Research Narrative Review Address Challenges Opportunities h4 Background aims h4 Artificial intelligence,train,MED,,10.1002/hsr2.71595,
35301516_MED,c,Vascular dementia,2023,Voxel based morphometry deep learning model diagnosis early Alzheimer s disease based cerebral gray matter changes study aimed analyse cerebral,train,MED,,10.1093/cercor/bhac099,
40883359_MED,b,Parkinson,2025,attention based mRNA transformer network accurate prediction melanoma response immune checkpoint inhibitors Melanoma immunotherapy urgently requires approaches accurately predict drug,train,MED,,10.1038/s41598-025-15830-y,
41006354_MED,a,Alzheimer,2025,TrialBench Multi Modal AI Ready Datasets Clinical Trial Prediction Clinical trials pivotal developing new medical treatments typically carry risks patient,train,MED,,10.1038/s41597-025-05680-8,
41450859_MED,b,Parkinson,2025,Enhancing polyreactivity prediction preclinical antibodies fine tuned protein language models Therapeutic monoclonal antibodies mAbs garnered significant attention efficacy treating variety,train,MED,,10.1016/j.jpha.2025.101448,
40498744_MED,a,Alzheimer,2025,ensemble based 3D residual network classification Alzheimer s disease Alzheimer s disease AD common type dementia mild cognitive impairment MCI,train,MED,,10.1371/journal.pone.0324520,
41206832_MED,b,Parkinson,2025,AI assisted differentiation nontuberculous mycobacterial pulmonary disease colonization multi center study h4 Objectives h4 Differentiating nontuberculous mycobacteria NTM pulmonary disease,train,MED,,10.1186/s13244-025-02131-1,
39737836_MED,c,Vascular dementia,2025,Non Invasive Diagnosis Moyamoya Disease Using Serum Metabolic Fingerprints Machine Learning Moyamoya disease MMD progressive cerebrovascular disorder increases risk intracranial,train,MED,,10.1002/advs.202405580,
41464839_MED,c,Vascular dementia,2025,Risk Stratification Tools Acute Heart Failure Roles Personalized Follow Heart failure HF condition high clinical healthcare burden Europe current incidence,train,MED,,10.3390/jcm14248937,
41339361_MED,b,Parkinson,2025,VIM Polyp Multimodal Colon Polyp Dataset Video Histopathology Protein Expression dataset study includes 202 videos total 422 minutes reaching Kayseri,train,MED,,10.1038/s41597-025-06168-1,
PPR719290_PPR,e,Lewy body dementia,2023,EEG based Machine Learning Models Prediction Phenoconversion Time Subtype iRBD h4 Background h4 Idiopathic Isolated rapid eye movement sleep behavior,train,PPR,,10.1101/2023.09.04.23294964,
41296500_MED,a,Alzheimer,2025,natural language processing driven map aging research landscape Aging research advanced significantly past century early studies animal models current emphasis,train,MED,,10.18632/aging.206340,
PPR1065851_PPR,d,MCI,2025,Diagnostic Classification Mild Cognitive Impairment Parkinson s Disease Using Subject Level Stratified Machine Learning Analysis h4 Background h4 timely identification,train,PPR,,10.20944/preprints202508.0655.v1,
41184504_MED,b,Parkinson,2025,Deep learning based osteoporosis classification knee X rays using transfer learning approach Bone deterioration osteoporosis creates fractures primarily affect females,train,MED,,10.1038/s41598-025-24338-4,
35431917_MED,c,Vascular dementia,2022,Use Artificial Intelligence Complementary Alternative Medicine Systematic Scoping Review b Background b development artificial intelligence AI medical field growing rapidly,train,MED,,10.3389/fphar.2022.826044,
40800739_MED,d,MCI,2025,Brain age identification diffusion MRI synergistically predicts neurodegenerative disease Estimated brain age magnetic resonance image MRI deviation chronological age provide,train,MED,,10.1162/imag_a_00552,
40522408_MED,e,Lewy body dementia,2025,orexin hypocretin dementia related neurological disorders double edged sword cognitive impairment h4 Rationale h4 orexin OX plays crucial role regulating,train,MED,,10.1007/s00213-025-06839-2,
41592930_MED,a,Alzheimer,2026,Artificial Intelligence Guide Repurposing Drugs pharmacokinetics dosing safety manufacturing approved investigational drugs characterized drug repurposing repositioning offer emerging strategies rapidly,train,MED,,10.1146/annurev-med-050224-122802,
39015378_MED,d,MCI,2024,Comparison deep learning architectures predicting amyloid positivity Alzheimer s disease mild cognitive impairment healthy aging T1 weighted brain structural MRI,train,MED,,10.3389/fnins.2024.1387196,
40299653_MED,b,Parkinson,2025,Artificial Intelligence Advancements Oncology Review Current Trends Future Directions Cancer remains leading causes mortality worldwide driving need innovative approaches research,train,MED,,10.3390/biomedicines13040951,
41323390_MED,b,Parkinson,2025,Predictive performance MRI CT radiomics predicting response induction chemotherapy nasopharyngeal carcinoma network meta analysis h4 Objectives h4 evaluate accuracy different,train,MED,,10.3389/fonc.2025.1590420,
40414894_MED,a,Alzheimer,2025,Unveiling potential artificial intelligence revolutionizing disease diagnosis prediction comprehensive review machine learning deep learning approaches rapid advancement Machine Learning ML,train,MED,,10.1186/s40001-025-02680-7,
41299062_MED,b,Parkinson,2025,Research progress computer aided diagnosis systems lung cancer Lung cancer remains cause cancer death demanding consistent decisions clinically oriented review,train,MED,,10.1038/s41746-025-02101-3,
41383880_MED,d,MCI,2025,Machine learning models Alzheimer s disease spectrum using blood tests h4 Introduction h4 diagnosis Alzheimer s disease AD traditionally relies,train,MED,,10.1002/dad2.70228,
41186834_MED,b,Parkinson,2025,Deep learning guided rational engineering synergistic PD 1 LAG 3 blockade enhanced tumor immunomodulation Evolution optimized proteins time incorporation precise,train,MED,,10.1007/s10822-025-00702-4,
41681817_MED,b,Parkinson,2026,Suitability Data Augmentation Techniques Improve Parkinson s Disease Detection Speech Recordings b Background b Parkinson s disease PD neurodegenerative disorder,train,MED,,10.3390/diagnostics16030498,
39744035_MED,b,Parkinson,2024,Transformers deep learning models missing data imputation application ReMasker model psychometric scale h4 Introduction h4 Missing data psychometric research presents,train,MED,,10.3389/fpsyg.2024.1449272,
41259329_MED,d,MCI,2025,Using machine learning detection Parkinson s disease mild cognitive impairment h4 Background h4 Parkinson s disease movement disorder featuring motor,train,MED,,10.1371/journal.pone.0335541,
40564408_MED,b,Parkinson,2025,Scoping Review Machine Learning Techniques Marker Based Clinical Gait Analysis recent proliferation novel machine learning techniques quantitative marker based 3D,train,MED,,10.3390/bioengineering12060591,
39897224_MED,c,Vascular dementia,2025,Quantifying Characteristics Diabetic Retinopathy Macular Optical Coherence Tomography Angiography Images Shot Learning Explainable Artificial Intelligence Approach h4 Background h4 Early,train,MED,,10.7759/cureus.76746,
41613313_MED,b,Parkinson,2025,Multimodal artificial intelligence medicine task oriented framework clinical translation Multimodal artificial intelligence AI technologies transforming medical practices integrating diverse data,train,MED,,10.3389/fmed.2025.1736272,
39964544_MED,e,Lewy body dementia,2025,IRMA Machine learning based harmonization 18 F FDG PET brain scans multi center studies h4 Purpose h4 Center specific effects,train,MED,,10.1007/s00259-025-07114-4,
41193962_MED,d,MCI,2025,Assessing accuracy survival machine learning traditional statistical models Alzheimer s disease prediction time study ADNI cohort h4 Background h4 Mild,train,MED,,10.1186/s12874-025-02689-w,
41413081_MED,e,Lewy body dementia,2025,genetic architecture Parkinson s disease Island Crete investigated genetic landscape Parkinson s disease PD island Crete DNA samples 360 PD,train,MED,,10.1038/s41531-025-01192-9,
40160115_MED,e,Lewy body dementia,2025,Late life affective disorders risk progression dementia retrospective cohort study patients secondary care h4 Background h4 Late life affective disorders,train,MED,,10.1192/bjp.2025.45,
41180134_MED,b,Parkinson,2025,Radiomics predicting sensitivity neoadjuvant chemotherapy osteosarcoma current status advances Osteosarcoma common primary malignant bone tumor accounting approximately 20 primary malignant,train,MED,,10.3389/or.2025.1633211,
40862750_MED,e,Lewy body dementia,2025,Current Status Synuclein Biomarkers Need Synuclein PET Tracers Synucleinopathies neurodegenerative disorders defined pathological aggregation synuclein synuclein biomarkers developed aid diagnosis,train,MED,,10.3390/cells14161272,
41579047_MED,b,Parkinson,2026,Evaluating impact deep learning based image denoising low dose CT lung cancer screening h4 Purpose h4 Low dose CT LDCT,train,MED,,10.1002/acm2.70480,
39283659_MED,d,MCI,2024,Investigating Acoustic Psycholinguistic Predictors Cognitive Impairment Older Adults Modeling Study h4 Background h4 older adults aged 65 years older mild,train,MED,,10.2196/54655,
41607504_MED,c,Vascular dementia,2025,Research trends frontiers astrocytes cognitive impairment bibliometric analysis 2015 2024 h4 Objective h4 Astrocytes constituting predominant glial cell population central,train,MED,,10.3389/fnagi.2025.1708008,
39225837_MED,d,MCI,2025,application value Rs fMRI based machine learning models differentiating mild cognitive impairment Alzheimer s disease systematic review meta analysis h4,train,MED,,10.1007/s10072-024-07731-1,
40272949_MED,e,Lewy body dementia,2025,Reliability modeling digital histological measurements Alzheimer s disease neuropathologic change Lewy body disease Digital histology offers objective continuous definition neuropathological,train,MED,,10.1093/jnen/nlaf047,
41628424_MED,a,Alzheimer,2026,Developing Multimodal Screening Algorithm Mild Cognitive Impairment Early Dementia Home Health Care Protocol Cross Sectional Case Control Study Using Speech,train,MED,,10.2196/82731,
40991078_MED,c,Vascular dementia,2025,neurophysiology healthy pathological aging comprehensive systematic review population older adults grows does prevalence neurocognitive disorders mild cognitive impairment MCI dementia,train,MED,,10.1007/s00429-025-03012-5,
41061261_MED,c,Vascular dementia,2025,Detection Vascular Mild Cognitive Impairment Southeast Asia Using Visual Cognitive Assessment Test Machine Learning Analysis BIOCIS Biomarkers Cognition Study Singapore,train,MED,,10.2196/76847,
36577203_MED,c,Vascular dementia,2023,Assess documentation cognitive tests biomarkers electronic health records natural language processing Alzheimer s disease related dementias h4 Background h4 Cognitive,train,MED,,10.1016/j.ijmedinf.2022.104973,
40385089_MED,d,MCI,2025,Advancements deep learning early diagnosis Alzheimer s disease using multimodal neuroimaging challenges future directions h4 Introduction h4 Alzheimer s disease,train,MED,,10.3389/fninf.2025.1557177,
41398345_MED,a,Alzheimer,2025,NeuroFusionNet hybrid EEG feature fusion framework accurate explainable Alzheimer s Disease detection Alzheimer s Disease AD common neurodegenerative disorders early,train,MED,,10.1038/s41598-025-28070-x,
38976869_MED,c,Vascular dementia,2024,Self Explainable Graph Neural Network Alzheimer Disease Related Dementias Risk Prediction Algorithm Development Validation Study h4 Background h4 Alzheimer disease,train,MED,,10.2196/54748,
41586207_MED,d,MCI,2025,transparent feature speech model depression screening applicable clinical community settings including assisted living environments Depression older adults underrecognized frequently conflated,train,MED,,10.3389/fdgth.2025.1675103,
40880328_MED,a,Alzheimer,2026,Incomplete Multi Modal Disentanglement Learning Application Alzheimer s Disease Diagnosis Multi modal neuroimaging data including magnetic resonance imaging MRI fluorodeoxyglucose,train,MED,,10.1109/tmi.2025.3604361,
41602984_MED,c,Vascular dementia,2025,Research progress mechanisms neurosyphilis impact cognitive function early identification prevention strategies Neurosyphilis severe neglected complication Treponema pallidum infection poses significant,train,MED,,10.3389/fneur.2025.1689945,
39625512_MED,e,Lewy body dementia,2024,Identification isoAsp7 major variant Alzheimer s disease dementia Lewy bodies vascular dementia formation amyloid aggregates brain neuropathological hallmark Alzheimer s,train,MED,,10.1007/s00401-024-02824-9,
41705131_MED,d,MCI,2026,Alterations functional connectivity anterior cingulate cortex associated different levels tau amyloid lt gt lt gt deposition patients mild cognitive impairment,train,MED,,10.3389/fnins.2026.1748031,
40357025_MED,b,Parkinson,2025,Current AI Applications Challenges Oral Pathology Artificial intelligence AI particularly machine learning ML deep learning DL techniques convolutional neural networks,train,MED,,10.3390/oral5010002,
41641113_MED,b,Parkinson,2026,Convolutional Graph Isomorphism Network Detect Glaucomatous Visual Field Defects h4 Purpose h4 evaluate performance deep learning DL model based graph,train,MED,,10.1016/j.xops.2025.101041,
41226952_MED,b,Parkinson,2025,Artificial Intelligence Oncology Cardiology Narrative Review Systems Challenges Opportunities b Background b Artificial intelligence AI overarching field includes machine learning,train,MED,,10.3390/jcm14217555,
41617908_MED,a,Alzheimer,2026,Secure IoMT smartwatch based blood glucose monitoring using multimodal activity nutrition data transfer learning modern era healthcare faces critical challenges,train,MED,,10.1038/s41598-026-35419-3,
35741010_MED,e,Lewy body dementia,2022,MicroRNA Networks Cognition Dementia change viewing noncoding RNA junk genome seeing critical epigenetic regulator human condition disease forced paradigm shift,train,MED,,10.3390/cells11121882,
40506474_MED,e,Lewy body dementia,2025,Clinical correlates data driven subtypes deep gray matter atrophy dopamine availability early Parkinson s disease Recent machine learning techniques useful,train,MED,,10.1038/s41531-025-01037-5,
41317246_MED,d,MCI,2026,Late onset unexplained epilepsy risk factor cognitive impairment dementia Protocol multi center prospective longitudinal observational study ELUCID h4 Objective h4,train,MED,,10.1002/epi4.70184,
41682470_MED,a,Alzheimer,2026,Intelligent Sensing Framework Early Ransomware Detection Using MHSA LSTM Machine Learning Ransomware represents critical evolving cybersecurity threat evades traditional defenses,train,MED,,10.3390/s26030952,
39145251_MED,a,Alzheimer,2024,Natural language processing transformers review Natural language processing NLP tasks addressed deep learning architectures different approaches proven efficient study aims,train,MED,,10.7717/peerj-cs.2222,
40971706_MED,a,Alzheimer,2026,Convolutional neural network derived neurofibrillary tangle classifiers Investigative tools identify maturation levels explore post translational modifications using laser capture microdissection,train,MED,,10.1093/jnen/nlaf108,
41446370_MED,a,Alzheimer,2025,EEG analysis identification Alzheimer s disease review Alzheimer s disease AD neurodegenerative disorder significantly impacts patients families society efficient AD,train,MED,,10.3389/fnagi.2025.1686628,
39553014_MED,a,Alzheimer,2024,Evaluating Clinical Validity Reliability Artificial Intelligence Enabled Diagnostic Tools Neuropsychiatric Disorders Neuropsychiatric disorders NPDs pose substantial burden healthcare major challenge,train,MED,,10.7759/cureus.71651,
40934473_MED,b,Parkinson,2025,TuNa AI Hybrid Kernel Machine Design Tunable Nanoparticles Drug Delivery Artificial intelligence AI potential transform nanoparticle development drug delivery existing,train,MED,,10.1021/acsnano.5c09066,
41001154_MED,d,MCI,2025,Mapping research landscape Mild Cognitive Impairment Parkinson s disease bibliometric visualization analysis h4 Background h4 Mild Cognitive Impairment Parkinson s,train,MED,,10.3389/fnagi.2025.1624420,
40092665_MED,b,Parkinson,2025,Testing machine learning algorithms evaluate fluctuating cognitive profiles Parkinson s disease motion sensors EEG data h4 Objective h4 aimed test,train,MED,,10.1016/j.csbj.2025.02.019,
41548489_MED,c,Vascular dementia,2026,Identifying endoplasmic reticulum stress related key genes vascular dementia using bioinformatics biological experiments Vascular dementia VaD second common type dementia,train,MED,,10.1016/j.bbrc.2026.153297,
39528958_MED,c,Vascular dementia,2024,utility wearable electroencephalography combined behavioral measures establish practical multi domain model facilitating diagnosis young children attention deficit hyperactivity disorder h4,train,MED,,10.1186/s11689-024-09578-1,
41345436_MED,b,Parkinson,2025,Gene expression profiling predictive modeling cancer biomarkers using machine learning IoT Enabled biosensors Cancer leading cause global mortality accounting nearly,train,MED,,10.1038/s41598-025-30366-x,
40868358_MED,b,Parkinson,2025,Effect Data Leakage Feature Selection Machine Learning Performance Early Parkinson s Disease Detection urgently educate current future medical professionals critically,train,MED,,10.3390/bioengineering12080845,
41477165_MED,d,MCI,2025,Hippocampal T1WI radiomics clinical feature based models predicting early mild cognitive impairment secondary hydrocephalus h4 Introduction h4 Mild cognitive impairment,train,MED,,10.3389/fnagi.2025.1672254,
41625481_MED,c,Vascular dementia,2026,Deep learning retinal imaging model identifies poor brain health older adults dementia h4 Introduction h4 Cog Brain Health validated deep,train,MED,,10.1016/j.cccb.2026.100529,
39227330_MED,d,MCI,2024,Predicting Progression Mild Cognitive Impairment Alzheimer s Dementia Using Recurrent Neural Networks Series Neuropsychological Tests h4 Background purpose h4 prevalence,train,MED,,10.3988/jcn.2023.0289,
38593762_MED,c,Vascular dementia,2025,Prediction attention deficit hyperactivity disorder based explainable artificial intelligence Accurate assessment Attention Deficit Hyperactivity Disorder ADHD crucial effective treatment affected,train,MED,,10.1080/21622965.2024.2336019,
35903119_MED,e,Lewy body dementia,2022,Multi Omics Interdisciplinary Research Integration Accelerate Dementia Biomarker Development MIRIADE Proteomics studies shown differential expression numerous proteins dementias rarely led,train,MED,,10.3389/fneur.2022.890638,
41191612_MED,a,Alzheimer,2025,Machine Learning Based Bioactivity Prediction Descriptor Guided Rational Design Amyloid Aggregation Inhibitors Alzheimer s disease AD progressive neurodegenerative disorder amyloid,train,MED,,10.1021/acschemneuro.5c00649,
40533670_MED,b,Parkinson,2025,Advancing atomic electron tomography neural networks Accurate determination dimensional 3D atomic structures crucial understanding controlling properties nanomaterials Atomic electron tomography,train,MED,,10.1186/s42649-025-00113-7,
39893827_MED,d,MCI,2025,Machine learning based risk prediction mild cognitive impairment patients chronic heart failure model development validation study Accurate identification individuals high,train,MED,,10.1016/j.gerinurse.2025.01.022,
41170012_MED,c,Vascular dementia,2025,Discriminative Accuracy CHA2DS2 VASc Score Development Predictive Accuracy Model Using Machine Learning Ischemic Stroke Risk Cardiac Amyloidosis Atrial Fibrillation h4,train,MED,,10.14740/cr2101,
36253921_MED,e,Lewy body dementia,2023,Dis Connected Dots Dementia Lewy Bodies Systematic Review Connectivity Studies Studies dementia Lewy bodies DLB mainly focused degeneration distinct cortical,train,MED,,10.1002/mds.29248,
40502222_MED,c,Vascular dementia,2025,Early Alzheimer s Detection Voice Analysis Harnessing Locally Deployable LLMs lt gt ADetectoLocum lt gt privacy preserving diagnostic Diagnosing Alzheimer,train,MED,,,
40938905_MED,c,Vascular dementia,2025,Integration wearable devices artificial intelligence Alzheimer s disease scoping review protocol incidence Alzheimer s disease AD continues rise predictive models,train,MED,,10.1371/journal.pone.0331129,
40396549_MED,d,MCI,2025,Brain age prediction MRI scans neurodegenerative diseases h4 Purpose review h4 review explores use brain age estimation MRI scans biomarker,train,MED,,10.1097/wco.0000000000001383,
40106819_MED,e,Lewy body dementia,2025,Using Deep Learning Perform Automatic Quantitative Measurement Masseter Tongue Muscles Persons Dementia Cross Sectional Study h4 Background h4 Sarcopenia loss,train,MED,,10.2196/63686,
PPR1054301_PPR,d,MCI,2025,Multi stream deep learning framework predict mild cognitive impairment Rey Complex Figure Test title Abstract title p Drawing tests like,train,PPR,,10.21203/rs.3.rs-6894673/v1,
40051645_MED,d,MCI,2024,Segmental Suprasegmental Speech Foundation Models Classifying Cognitive Risk Factors Evaluating Box Performance Speech foundation models remarkably successful various consumer applications,train,MED,,10.21437/interspeech.2024-2063,
39335367_MED,e,Lewy body dementia,2024,Machine Learning Predicts Phenoconversion Polysomnography Isolated REM Sleep Behavior Disorder Isolated rapid eye movement REM sleep behavior disorder iRBD prodromal,train,MED,,10.3390/brainsci14090871,
40443718_MED,d,MCI,2025,Diagnostic Accuracy Machine Learning Assisted MRI Mild Cognitive Impairment Parkinson s Disease Systematic Review Meta Analysis evaluate diagnostic accuracy machine,train,MED,,10.1155/padi/2079341,
41105477_MED,d,MCI,2025,Deep learning early detection mild cognitive impairment using smart home ambient sensor data h4 Objective h4 study uses temporal convolutional,train,MED,,10.1080/13854046.2025.2570303,
41440565_MED,d,MCI,2025,Lightweight 3D CNN MRI Analysis Alzheimer s Disease Balancing Accuracy Efficiency Alzheimer s disease AD progressive neurodegenerative disorder characterized subtle,train,MED,,10.3390/jimaging11120426,
41298357_MED,c,Vascular dementia,2025,Temporal structure natural language processing human brain corresponds layered hierarchy large language models Large Language Models LLMs offer framework understanding,train,MED,,10.1038/s41467-025-65518-0,
39837893_MED,e,Lewy body dementia,2025,network based systems genetics framework identifies pathobiology drug repurposing Parkinson s disease Parkinson s disease PD second prevalent neurodegenerative disorder,train,MED,,10.1038/s41531-025-00870-y,
41303651_MED,e,Lewy body dementia,2025,Does Platelet Transcriptome Dysregulation Lewy Body Continuum Mirror Neuronal Dysfunction Platelets increasingly recognized multifunctional cells roles extending hemostasis immune regulation,train,MED,,10.3390/ijms262211169,
41131513_MED,a,Alzheimer,2025,Denoising self supervised learning disease gene association prediction Understanding interplay diseases genes crucial gaining deeper insights disease mechanisms optimizing therapeutic,train,MED,,10.1186/s12859-025-06281-3,
41471411_MED,b,Parkinson,2025,Decision Support Systems Neurosurgery Current Applications Future Directions Artificial intelligence AI fastest developing research fields methods applied great success various,train,MED,,10.3390/s25247415,
39661965_MED,e,Lewy body dementia,2024,Accuracy Machine Learning Detecting Pediatric Epileptic Seizures Systematic Review Meta Analysis h4 Background h4 Real time monitoring pediatric epileptic seizures,train,MED,,10.2196/55986,
41195302_MED,a,Alzheimer,2025,Voiceprints cognitive impairment analyzing digital voice early detection Alzheimer s related dementias Early detection Alzheimer s disease AD critical challenging,train,MED,,10.1038/s44400-025-00040-0,
40662528_MED,b,Parkinson,2025,Artificial intelligence cardiovascular pharmacotherapy applications perspectives Recent advances artificial intelligence AI shown great potential improving cardiovascular pharmacotherapy optimizing drug selection,train,MED,,10.1093/eurheartj/ehaf474,
41537478_MED,d,MCI,2026,Effects Electronic Sports Community Dwelling Older Adults Mild Cognitive Impairment Randomized Controlled Study h4 Aim h4 Electronic sports eSports sports,train,MED,,10.1111/ggi.70319,
41471079_MED,a,Alzheimer,2025,Artificial Intelligence Biomedicine Systematic Review Nanomedicine Neurology Hepatology b Background Objectives b review evaluates expanding contributions artificial intelligence AI biomedicine,train,MED,,10.3390/pharmaceutics17121564,
41303502_MED,b,Parkinson,2025,Neurodegeneration Lens Bioinformatics Approaches Computational Mechanisms Protein Misfolding Protein peptide aggregation prominent focus biomedical research critical role development neurodegenerative diseases,train,MED,,10.3390/ijms262211021,
39934903_MED,e,Lewy body dementia,2025,mechanisms future therapy synopsis isolated REM sleep behavior disorder early synuclein related disease Parkinson disease PD dementia Lewy bodies DLB,train,MED,,10.1186/s13024-025-00809-0,
41045229_MED,c,Vascular dementia,2025,Worsening versus advanced heart failure Management challenges Heart failure HF progressive condition marked recurrent episodes symptom exacerbation leading worsening cardiac,train,MED,,10.1002/ehf2.15437,
41355022_MED,c,Vascular dementia,2025,Clinical correlates perfusion diffusion MRI metrics cognitively unimpaired older adults Cerebral small vessel disease CSVD associated vascular risk factors VRFs,train,MED,,10.1177/0271678x251389043,
40316225_MED,d,MCI,2025,Deep learning based triple tracer brain PET scanning single session simulation study using clinical data h4 Objectives h4 Multiplexed Positron,train,MED,,10.1016/j.neuroimage.2025.121246,
39724914_MED,c,Vascular dementia,2025,machine learning approach automate microinfarct microhemorrhage screening hematoxylin eosin stained human brain tissues Microinfarcts microhemorrhages characteristic lesions cerebrovascular disease multiple,train,MED,,10.1093/jnen/nlae120,
39880389_MED,b,Parkinson,2025,Use Artificial Intelligence Wearable Inertial Measurement Units Medicine Systematic Review h4 Background h4 Artificial intelligence AI revolutionized analysis image text,train,MED,,10.2196/60521,
34829438_MED,e,Lewy body dementia,2021,Feasibility Differentiating Lewy Body Dementia Alzheimer s Disease Deep Learning Using ECD SPECT Images correct differential diagnosis dementia important impact,train,MED,,10.3390/diagnostics11112091,
41451249_MED,b,Parkinson,2025,Machine learning approach gait analysis Parkinson s disease detection severity classification Parkinson s Disease progressively advancing neurological condition severity evaluated,train,MED,,10.3389/frobt.2025.1623529,
40710629_MED,b,Parkinson,2025,Novel 3D Convolutional Neural Network Based Deep Learning Model Spatiotemporal Feature Mapping Video Analysis Feasibility Study Gastrointestinal Endoscopic Video Classification,train,MED,,10.3390/jimaging11070243,
40620004_MED,d,MCI,2025,Speech production artificial intelligence based process measure cognition sensitive mild cognitive impairment Alzheimer s disease b Objective b Process scores,train,MED,,10.1080/13854046.2025.2519827,
41018177_MED,c,Vascular dementia,2025,Evaluating machine learning models stroke prediction based clinical variables h4 Introduction h4 Stroke remains leading causes global mortality long term,train,MED,,10.3389/fneur.2025.1668420,
40722587_MED,c,Vascular dementia,2025,Hydrocephalus Molecular Neuroimaging Biomarkers Diagnosis Management Hydrocephalus complex neurological condition marked abnormal cerebrospinal fluid CSF accumulation leading elevated intracranial pressure,train,MED,,10.3390/biomedicines13071511,
40551237_MED,b,Parkinson,2025,Multimodal deep learning predicting neoadjuvant treatment outcomes breast cancer systematic review h4 Background h4 Pathological complete response pCR neoadjuvant systemic,train,MED,,10.1186/s13062-025-00661-8,
