doc_id,label,category,year,text,split,source,journalTitle,doi,pubType
41594772_MED,d,MCI,2025,Subtype Specific Brain Atrophy White Matter Alterations Mild Cognitive Impairment b Background Objectives b Identifying pathological distinctions mild cognitive impairment MCI subtypes important differentiating dementia purpose study investigate subtype specific structural alterations amnestic MCI aMCI non amnestic MCI naMCI evaluate potential imaging biomarkers subtype classification b Methods b T1 DTI MRI data independent cohorts analyzed including discovery dataset 58 aMCI 35 naMCI 95 NC replication dataset 61 aMCI 39 naMCI 67 NC Surface based morphometry automated fiber quantification AFQ used examine cortical thickness white matter microstructure Mediation models used explore links brain structure cognitive outcomes logistic regression model applied evaluate classification performance b Results b aMCI exhibited right hippocampal atrophy naMCI reduced cortical thickness observed right anterior cingulate cortex rACC opercular inferior frontal gyrus increased fractional anisotropy FA right inferior fronto occipital fasciculus IFOF alterations linked domain specific cognitive deficits partial mediation effects IFOF FA values observed link rACC thickness,train,MED,,10.3390/brainsci16010051,
41476954_MED,d,MCI,2026,Eye tracking diagnostic tool Alzheimer s disease mild cognitive impairment related dementias systematic review Alzheimer s disease AD pathology begins years symptoms emerge making early detection essential Eye tracking offers rapid non invasive means identifying early cognitive decline oculomotor disturbances Preferred Reporting Items Systematic Reviews Meta Analyses PRISMA Population Intervention Comparison Outcome PICO guided systematic review evaluated studies PubMed ACM Digital Library Google Scholar eye tracking mild cognitive impairment MCI AD related dementias Seventy studies met inclusion criteria Antisaccade tasks consistently distinguished AD MCI healthy controls impaired accuracy longer latencies reduced gain Non saccadic paradigms e g visual search free viewing indicated diminished exploratory behavior AD mixed findings MCI major limitation lack cohorts defined current biological criteria hindering clinical translation subset classical machine learning ML models deep neural networks reported accuracies 0 72 0 97 Overall antisaccade tasks strong promise early AD screening future work adopt biologically defined cohorts scalable,train,MED,,10.1002/dad2.70238,
39981497_MED,b,Parkinson,2025,Artificial Intelligence Breast Cancer Management Data Clinic Breast cancer BC remains significant threat women s health worldwide oncology field exponential growth abundance medical images clinical information genomic data continuous advancement refinement artificial intelligence AI demonstrated exceptional capabilities processing intricate multidimensional BC related data AI proven advantageous various facets BC management encompassing efficient screening diagnosis precise prognosis assessment personalized treatment planning implementation AI precision medicine clinical practice presents ongoing challenges necessitate enhanced regulation transparency fairness integration multiple clinical pathways review provide comprehensive overview current research related AI BC highlighting extensive applications BC cycle management potential innovative impact Furthermore article emphasizes significance constructing patient oriented AI algorithms Additionally explore opportunities potential research directions burgeoning field,train,MED,,10.1002/cai2.159,
41008713_MED,c,Vascular dementia,2025,Artificial Intelligence Based Arterial Input Function Quantitative Assessment Myocardial Blood Flow Perfusion Reserve Cardiac Magnetic Resonance Validation Study b Background Objectives b validate artificial intelligence based arterial input function AI AIF deep learning model myocardial blood flow MBF quantification stress perfusion assess extension rest perfusion enabling myocardial perfusion reserve MPR calculation b Methods b patients risk vascular cognitive impairment prospectively enrolled CRUCIAL consortium underwent quantitative stress rest myocardial perfusion imaging using 3 T MRI Perfusion imaging performed using dual sequence DS protocol intravenous administration 0 05 mmol kg gadobutrol Retrospectively AI AIF estimated standard perfusion images using 1 D U Net model trained predict unsaturated AIF saturated input MBF quantified using Fermi function constrained deconvolution motion compensation MPR calculated stress rest MBF ratio MBF MPR estimates AIF methods compared using Bland Altman analyses b Results b Complete stress rest perfusion datasets available 31 patients bias 0 07 mL g min,train,MED,,10.3390/diagnostics15182341,
40438823_MED,a,Alzheimer,2025,Blockchain Securing AI Driven Healthcare Systems Systematic Review Future Research Perspectives integration AI healthcare significantly advanced diagnostics patient monitoring personalized treatments reliance vast datasets raises critical concerns data privacy security trustworthiness Blockchain technology decentralized immutable nature emerged promising solution challenges systematic review aims explore role blockchain securing AI driven healthcare systems evaluating potential enhance data security privacy interoperability identifying key challenges future research directions review followed Preferred Reporting Items Systematic Reviews Meta Analyses PRISMA guidelines conducting comprehensive search databases IEEE Institute Electrical Electronics Engineers Xplore Digital Library Scopus Web Science PubMed Inclusion criteria focused peer reviewed studies discussing blockchain AI integration healthcare exclusion criteria eliminated irrelevant non empirical studies Data extraction captured study characteristics AI algorithms blockchain types key findings limitations Quality assessment performed using Joanna Briggs Institute JBI Critical Appraisal Checklist evaluating methodological rigor innovation reproducibility review included 15 studies highlighting blockchain s role securing AI driven healthcare systems,train,MED,,10.7759/cureus.83136,
40008227_MED,a,Alzheimer,2025,Artificial intelligence drug development reshaping therapeutic landscape Artificial intelligence AI transforming medication research development giving clinicians new treatment options past 30 years machine learning deep learning neural networks revolutionized drug design target identification clinical trial predictions AI boosted pharmaceutical R D research development identifying new therapeutic targets improving chemical designs predicting complicated protein structures Furthermore generative AI accelerating development engineering medicinal molecules cater common rare diseases date AI generated medicinal drug FDA approved HLX 0201 fragile X syndrome new molecules idiopathic pulmonary fibrosis entered clinical trials AI models generally considered black boxes making conclusions challenging understand limiting potential lack model transparency algorithmic bias Despite obstacles AI driven drug discovery substantially reduced development times costs expediting process financial risks bringing new medicines market future AI expected continue impact pharmaceutical innovation positively making life saving drug discoveries faster efficient widespread,train,MED,,10.1177/20420986251321704,
39996490_MED,e,Lewy body dementia,2025,Expanding understanding synucleinopathies proteinopathy proteinopenia lipidopathy possible consequence process protein aggregation neurodegenerative diseases depletion soluble protein species proteinopenia cases reduce protein function activity concept overlooked play role synucleinopathies Parkinson s disease PD dementia Lewy bodies DLB protein synuclein aSyn known accumulate insoluble inclusions aSyn crossroads cellular proteostasis lipidostasis networks aware complexity face try understand molecular basis synucleinopathies Importantly aSyn glucocerebrosidase GCase sphingolipid hydrolase strongly implicated PD DLB connected lipid biology protein quality control function changes normal relationship proteins shift balance cell lead proteinopathy proteinopenia affecting lipidostasis cells brain pathological mechanisms consequence loss function b gain toxic function c alterations lipidostasis need carefully analyzed integrated study molecular underpinnings neurodegenerative mechanisms highlight implications depletion soluble form aSyn GCase discuss state art omics technologies deployed assist clinical assessment synucleinopathies,train,MED,,10.1111/febs.70011,
41442426_MED,a,Alzheimer,2025,Investigating Alzheimer s Disease Progression Using Radiomics Approach Hippocampal Amygdala Border FDG Positron Emission Tomography Scans h4 Introduction h4 study introduces novel simple radiomics approach identify highly sensitive interpretable imaging biomarkers tracking Alzheimer s disease AD progression using FDG positron emission tomography PET imaging unique focus custom defined hippocampal amygdala border region hypothesize specific small anatomically biologically critical underexplored interface region effectively capture subtle early stage metabolic deterioration indicative AD progression h4 Methods h4 leveraged 18F FDG PET scans 513 participants AD spectrum control normal CN mild cognitive impairment MCI AD Alzheimer s Disease Neuroimaging Initiative database Building established involvement hippocampus amygdala entorhinal cortex innovatively defined hippocampal amygdala connecting region using distance transform approach specifically capture metabolic interplay vital structures rigorous radiomics pipeline applied involving systematic evaluation feature selection techniques combined classification models identify effective predictive framework h4 Results h4 findings demonstrate high discriminatory power hippocampal amygdala border region AD,train,MED,,10.1159/000550231,
41080650_MED,c,Vascular dementia,2025,Cerebral small vessel disease lesion segmentation methods systematic review Cerebral small vessel disease CSVD manifest brain lesions visible magnetic resonance imaging including white matter hyperintensities WMH cerebral microbleeds CMB perivascular spaces PVS lacunes recent small subcortical infarcts RSSI Detection segmentation imaging markers provide valuable information brain health including prevention treatment dementia manual segmentation cumbersome especially large cohorts research studies extensive research development automated tools using machine learning increase accuracy efficiency lesion segmentation systematic review aimed summarize novel automated methods developed 10 years segment CSVD lesion types validated population risk CSVD e g older adults cognitive disorders vascular risk factors search Web Science PubMed yielded 2764 studies 89 included screening text review 59 methods segmented WMH 23 detected classified CMB 6 detected segmented PVS 5 detected classified segmented lacunes 2 segmented RSSI 30 studies 23 WMH 5 CMB 1 PVS 1 lacunes included links download code pre trained models including commercial,train,MED,,10.1016/j.cccb.2025.100396,
39176804_MED,e,Lewy body dementia,2024,Automatic Classification Conclusions Multi Tracer Reports PET Brain Imaging Cognitive Impairment goal paper build automatic way interpret conclusions brain molecular imaging reports performed investigation cognitive disturbances FDG Amyloid Tau PET comparing traditional machine learning ML techniques based text classification methods purposes defined identify positive negative results modalities extract diagnostic impressions Alzheimer s Disease AD Fronto Temporal Dementia FTD Lewy Bodies Dementia LBD based metabolism perfusion patterns dataset created manual parallel annotation 1668 conclusions reports Nuclear Medicine Molecular Imaging Division Geneva University Hospitals 6 Machine Learning ML algorithms Support Vector Machine Linear Radial Basis function Naive Bayes Logistic Regression Random Forrest K Nearest Neighbors trained evaluated 5 fold cross validation scheme assess performance generalizability best classifier SVM showing following accuracies FDG 0 97 Tau 0 94 Amyloid 0 98 Oriented Diagnostic 0 87 diagnosis AD FTD LBD undetermined paving way paradigm shift field data handling nuclear medicine research,train,MED,,10.3233/shti240476,
38938930_MED,a,Alzheimer,2024,Systematic Review Natural Language Processing Methods Applications Thyroidology study aimed review application natural language processing NLP thyroid related conditions summarize current challenges potential future directions performed systematic search databases studies describing NLP applications thyroid conditions published English January 1 2012 November 4 2022 addition used snowballing technique identify studies missed initial search published search timeline April 1 2023 included studies extracted NLP method rule based machine learning deep learning hybrid NLP application identification classification automation thyroid condition thyroid cancer thyroid nodule functional autoimmune disease data source electronic health records health forums medical literature databases genomic databases performance metrics stages development identified 24 eligible NLP studies focusing thyroid related conditions Deep learning based methods common 38 followed rule based 21 traditional machine learning 21 methods Thyroid nodules 54 thyroid cancer 29 primary conditions investigation Electronic health records dominant data source 17 24 71 imaging reports frequently used 15 17 88 increasing,train,MED,,10.1016/j.mcpdig.2024.03.007,
41332917_MED,d,MCI,2025,Use Artificial Intelligence Mental Healthcare Health Psychology Related Research Narrative Review Address Challenges Opportunities h4 Background aims h4 Artificial intelligence AI process machine learns pool data respond questions data set AI implemented fields lot placed AI advance patient provider interactions greatest areas need field psychology comparatively providers looking inordinate number patients requiring counseling chip technology usage emotion predicting AI models risks nonclinical chatbots review examines integration AI psychology emphasizing emotion prediction chip technologies highlights key concerns surrounding nonclinical chatbot use including data bias privacy risks urgent need responsible ethical AI deployment h4 Methods h4 extensive literature search Scopus Web Science performed PubMed using keywords artificial intelligence psychology mental health cognitive psychology psychological diagnosis psychology apps yielded 112 articles total 76 articles excluded misalignment focus AI psychology mental care extracted relevant information remaining 36 articles 6 excluded did meet predefined criteria AI application context h4 Results h4 AI models demonstrated potential,train,MED,,10.1002/hsr2.71595,
35301516_MED,c,Vascular dementia,2023,Voxel based morphometry deep learning model diagnosis early Alzheimer s disease based cerebral gray matter changes study aimed analyse cerebral grey matter changes mild cognitive impairment MCI using voxel based morphometry diagnose early Alzheimer s disease using deep learning methods based convolutional neural networks CNNs evaluating changes Participants 111 MCI 73 normal cognition underwent 3 T structural magnetic resonance imaging obtained images assessed using voxel based morphometry including extraction cerebral grey matter analyses statistical differences correlation analyses cerebral grey matter clinical cognitive scores MCI CNN based deep learning method used extract features cerebral grey matter images Compared subjects normal cognition participants MCI grey matter atrophy mainly entorhinal cortex frontal cortex bilateral frontotemporal lobes p 0 0001 atrophy significantly correlated decline cognitive scores p 0 01 accuracy sensitivity specificity CNN model identifying participants MCI 80 9 88 9 75 respectively area curve model 0 891 findings demonstrate research based brain morphology,train,MED,,10.1093/cercor/bhac099,
40883359_MED,b,Parkinson,2025,attention based mRNA transformer network accurate prediction melanoma response immune checkpoint inhibitors Melanoma immunotherapy urgently requires approaches accurately predict drug responses minimize unnecessary treatments Deep learning models emerged powerful tools domain robust predictive capabilities Integrating functional characteristics expression data mRNA transcripts shows promise enhancing prediction accuracy developed deep learning model called AMU Attention mechanism Model melanoma immUnotherapy incorporates self attention mechanism predict clinical responses immune checkpoint inhibitors melanoma patients based mRNA expression profiles evaluated AMU s performance established machine learning approaches including Support Vector Machine SVM Random Forest AdaBoost XGBoost classical Convolutional Neural Networks CNN validation set pre treatment tissue samples AMU exhibited outstanding performance AUC 0 941 mAP 0 960 test set post treatment tissue samples AUC 0 672 mAP 0 800 Model interpretation revealed TNF TNFRSF1A pathway crucial pathway influencing efficacy melanoma immunotherapy Additionally expression levels CD80 CCR3 closely correlated survival rate hazard ratios 0 761 0 134,train,MED,,10.1038/s41598-025-15830-y,
41006354_MED,a,Alzheimer,2025,TrialBench Multi Modal AI Ready Datasets Clinical Trial Prediction Clinical trials pivotal developing new medical treatments typically carry risks patient mortality enrollment failure waste immense efforts spanning decade Applying artificial intelligence AI predict key events clinical trials holds great potential providing insights guide trial designs complex data collection question definition requiring medical expertise hindered involvement AI far paper tackles challenges presenting comprehensive suite 23 meticulously curated AI ready datasets covering multi modal input features 8 crucial prediction challenges clinical trial design encompassing prediction trial duration patient dropout rate event adverse event mortality event trial approval outcome trial failure reason drug dose design eligibility criteria Furthermore provide basic validation methods task ensure datasets usability reliability anticipate availability open access datasets catalyze development advanced AI approaches clinical trial design ultimately advancing clinical trial research accelerating medical solution development,train,MED,,10.1038/s41597-025-05680-8,
41450859_MED,b,Parkinson,2025,Enhancing polyreactivity prediction preclinical antibodies fine tuned protein language models Therapeutic monoclonal antibodies mAbs garnered significant attention efficacy treating variety diseases candidate antibodies exhibit non specific binding target proteins biomolecules leading high polyreactivity compromise therapeutic efficacy cause complications reducing approval rate antibody drug candidates predicting polyreactivity risk therapeutic mAbs early stage development crucial study fine tuned pre trained protein language models PLMs predict polyreactivity antibody sequences effective model named PolyXpert demonstrated sensitivity SN 90 10 specificity SP 90 08 accuracy ACC 90 10 F1 score 0 9301 Matthews correlation coefficient MCC 0 7654 area curve AUC 0 9672 external independent test dataset results suggest potential valuable silico tool assessing antibody polyreactivity selecting superior therapeutic mAb candidates clinical development Furthermore demonstrated fine tuned language model classifiers exhibit enhanced prediction robustness compared classifiers trained pre trained model embeddings PolyXpert easily available https github com zzyywww PolyXpert,train,MED,,10.1016/j.jpha.2025.101448,
40498744_MED,a,Alzheimer,2025,ensemble based 3D residual network classification Alzheimer s disease Alzheimer s disease AD common type dementia mild cognitive impairment MCI key precursor Early MCI diagnosis crucial slowing AD progression distinguishing MCI normal controls NC challenging subtle imaging differences Furthermore differentiating early MCI EMCI late MCI LMCI important interventions study proposes deep learning based approach using weighted probability based ensemble method integrate results dimensional residual networks 3D ResNet 1 study employs 3D ResNet 18 3D ResNet 34 3D ResNet 50 architectures Convolutional Block Attention Module CBAM attention mechanism enhances performance helping model focus pertinent information Data augmentation techniques applied address limited data improve accuracy 2 overcome limitation individual convolutional neural network CNN ensemble learning method adopted method assigns weights 3D CNN model based prediction accuracy integrates obtain final result method achieves accuracy 94 87 92 31 95 49 95 97 MCI vs NC MCI vs AD EMCI vs LMCI NC vs,train,MED,,10.1371/journal.pone.0324520,
41206832_MED,b,Parkinson,2025,AI assisted differentiation nontuberculous mycobacterial pulmonary disease colonization multi center study h4 Objectives h4 Differentiating nontuberculous mycobacteria NTM pulmonary disease NTM PD colonization NTM PC clinically important difficult remains unknown artificial intelligence utilizing clinical data chest CT images address clinical problem h4 Materials methods h4 Patients retrospectively recruited NTM isolation respiratory specimens hospitals disease colonization status determined NTM experts developed multimodal deep learning model named NTMNet integrates chest CT scans clinical data including age sex acid fast smear AFS results mycobacterial species predict NTM disease status performance NTMNet evaluated internal external test sets h4 Results h4 total 324 NTM PC patients 285 NTM PD patients included internal external test sets area receiver operating characteristic curve AUC predicting NTM disease status using CT imaging 0 73 95 CI 0 62 0 82 0 78 95 CI 0 75 0 83 respectively imaging data integrated clinical information NTMNet model achieved AUC values,train,MED,,10.1186/s13244-025-02131-1,
39737836_MED,c,Vascular dementia,2025,Non Invasive Diagnosis Moyamoya Disease Using Serum Metabolic Fingerprints Machine Learning Moyamoya disease MMD progressive cerebrovascular disorder increases risk intracranial ischemia hemorrhage Timely diagnosis intervention significantly reduce risk new onset stroke patients MMD current diagnostic methods invasive expensive non invasive diagnosis using biomarkers MMD rarely reported address issue nanoparticle enhanced laser desorption ionization mass spectrometry LDI MS employed record serum metabolic fingerprints SMFs aim establishing non invasive diagnosis method MMD Subsequently diagnostic model developed based deep learning algorithms exhibited high accuracy differentiating MMD group HC group AUC 0 958 95 CI 0 911 1 000 Additionally hierarchical clustering analysis revealed significant association SMFs different groups vascular cognitive impairment MMD approach holds promise novel intuitive diagnostic method MMD Furthermore study broader implications diagnosis neurological disorders,train,MED,,10.1002/advs.202405580,
41464839_MED,c,Vascular dementia,2025,Risk Stratification Tools Acute Heart Failure Roles Personalized Follow Heart failure HF condition high clinical healthcare burden Europe current incidence approximately 5 1000 persons year adult population prevalence 1 2 Prognosis remains poor persistently high rates mortality hospitalization period immediately following hospital discharge known vulnerable phase marked heightened incidence clinical events including 30 chance rehospitalization 10 mortality risk Effective patient management time crucial incorporate risk stratification process vital designing personalized follow plan ensuring optimal resource utilization review aims outline available tools prognostic risk stratification propose structured follow model applicable discharge HF hospitalization patients HF reduced ejection fraction patients mildly reduced preserved ejection fraction,train,MED,,10.3390/jcm14248937,
41339361_MED,b,Parkinson,2025,VIM Polyp Multimodal Colon Polyp Dataset Video Histopathology Protein Expression dataset study includes 202 videos total 422 minutes reaching Kayseri City Hospital s gastroenterology department colonoscopy videos 1903 microscopy images 2019 2021 includes 399 colonoscopy microscopy images pathological diagnoses polyps immunohistochemical staining results proteins play important role assessment cancerous cells staining results p53 clone bp53 11 Ki 67 clone 30 9 CD34 clone QBend 10 PD L1 clone SP142 BRAF clone V600E VEGF clone SP125 sharing data openly aim facilitate benchmarking exploratory analysis transfer learning studies colorectal polyps cancer combination external datasets pretrained models resource help advance data driven detection characterisation work diverse range polyps assigned cancer stages 201 patients makes tool valuable researchers clinicians furthering diagnosis treatment,train,MED,,10.1038/s41597-025-06168-1,
PPR719290_PPR,e,Lewy body dementia,2023,EEG based Machine Learning Models Prediction Phenoconversion Time Subtype iRBD h4 Background h4 Idiopathic Isolated rapid eye movement sleep behavior disorder iRBD prodromal stage synucleinopathies eventually phenoconverts overt neurodegenerative diseases including Parkinson s disease PD dementia Lewy bodies DLB multiple atrophy MSA Associations baseline resting state electroencephalography EEG phenoconversion reported h4 Objectives h4 study aimed develop machine learning models predict phenoconversion time subtype using baseline EEG features patients iRBD h4 Methods h4 baseline resting state EEG neurological assessments performed patients iRBD Calculated EEG features included spectral power weighted phase lag index Shannon entropy models used survival prediction models used synucleinopathy subtype prediction models externally validated using data different institution h4 Results h4 total 236 iRBD patients followed years mean 3 5 years 31 patients converted synucleinopathies 16 PD 9 DLB 6 MSA best model survival prediction random survival forest model integrated Brier score 0 114 concordance index 0 775 K,train,PPR,,10.1101/2023.09.04.23294964,
41296500_MED,a,Alzheimer,2025,natural language processing driven map aging research landscape Aging research advanced significantly past century early studies animal models current emphasis clinical translational applications research literature expands exponentially traditional narrative reviews longer capture field s complexity highlighting need new unbiased synthesis tools leverage advanced natural language processing NLP machine learning ML techniques analyze 461 789 abstracts related aging published 1925 2023 integrating Latent Dirichlet Allocation LDA term frequency inverse document frequency TF IDF analysis dimensionality reduction clustering delineate comprehensive thematic landscape aging research results clear shift early decades focused cellular molecular mechanisms recent years emphasize clinical studies especially neurodegenerative disorders Notably identify persistent divide biology aging BoA clinical research minimal conceptual overlap Furthermore identify distinct clusters representing key biological processes previously overlooked cohesive research domains Finally highlight established underexplored interconnections guide future research study outlines shifting priorities translational gaps aging research offers scalable data driven alternative conventional reviews,train,MED,,10.18632/aging.206340,
